title;author;journal;year;source;pages;volume;document_type;doi;url;publisher;issn;status;
Distributed cyber-physical algorithms for wide-area control of power systems;A. {Chakrabortty};;2017;IEEE Digital Library;1-1;;inproceedings;10.1109/CISS.2017.7926090;;;;Rejected;
Fog Computing for Distributed Family Learning in Cyber-Manufacturing Modeling;Y. {Zhang} and L. {Wang} and X. {Chen} and R. {Jin};;2019;IEEE Digital Library;88-93;;inproceedings;10.1109/ICPHYS.2019.8780264;;;;Rejected;
A Machine Learning Approach for Fault Detection in Vehicular Cyber-Physical Systems;A. {Sargolzaei} and C. D. {Crane} and A. {Abbaspour} and S. {Noei};;2016;IEEE Digital Library;636-640;;inproceedings;10.1109/ICMLA.2016.0112;;;;Rejected;
Maintenance supported by cyber-physical systems and cloud technology;E. {Jantunen} and J. {Junnola} and U. {Gorostegui};;2017;IEEE Digital Library;0708-0713;;inproceedings;10.1109/CoDIT.2017.8102678;;;;Rejected;
Survey of advances and challenges in intelligent autonomy for distributed cyber-physical systems;D. W. {McKee} and S. J. {Clement} and J. {Almutairi} and J. {Xu};CAAI Transactions on Intelligence Technology;2018;IEEE Digital Library;75-82;3;article;10.1049/trit.2018.0010;;;;Rejected;
Graph based orange computing architecture for cyber-physical being;A. {Paul} and Y. {Chin};;2013;IEEE Digital Library;1-5;;inproceedings;10.1109/APSIPA.2013.6694304;;;;Rejected;
ThingML: A Generative Approach to Engineer Heterogeneous and Distributed Systems;F. {Fleurey} and B. {Morin};;2017;IEEE Digital Library;185-188;;inproceedings;10.1109/ICSAW.2017.63;;;;Rejected;
Toward a Multi-Agent System Architecture for Insight Cybersecurity in Cyber-Physical Networks;W. M. S. {Stout};;2018;IEEE Digital Library;1-5;;inproceedings;10.1109/CCST.2018.8585632;;;;Rejected;
Communication technology for industry 4.0;P. {Marcon} and F. {Zezulka} and I. {Vesely} and Z. {Szabo} and Z. {Roubal} and O. {Sajdl} and E. {Gescheidtova} and P. {Dohnal};;2017;IEEE Digital Library;1694-1697;;inproceedings;10.1109/PIERS.2017.8262021;;;;Rejected;
Using Dynamic Adaptive Systems in Safety-Critical Domains;E. T. {McGee} and J. D. {McGregor};;2016;IEEE Digital Library;115-121;;inproceedings;10.1109/SEAMS.2016.021;;;;Rejected;
Application-independent approach for the dynamic management of IT-resources in cyber-physical systems;M. {Engelsberger} and T. {Greiner};;2016;IEEE Digital Library;830-835;;inproceedings;10.1109/ICIT.2016.7474859;;;;Rejected;
Towards industrial exploitation of innovative and harmonized production systems;A. {Calà} and M. {Foehr} and D. {Rohrmus} and N. {Weinert} and O. {Meyer} and M. {Taisch} and F. {Boschi} and P. M. {Fantini} and P. {Perlo} and P. {Petrali} and J. {Vallhagen};;2016;IEEE Digital Library;5735-5740;;inproceedings;10.1109/IECON.2016.7793378;;;;Rejected;
A BPMN extension for modeling Cyber-Physical-Production-Systems in the context of Industry 4.0;P. {Bocciarelli} and A. {D'Ambrogio} and A. {Giglio} and E. {Paglia};;2017;IEEE Digital Library;599-604;;inproceedings;10.1109/ICNSC.2017.8000159;;;;Rejected;
Leveraging the Capabilities of Industry 4.0 for Improving Energy Efficiency in Smart Factories;N. {Mohamed} and J. {Al-Jaroodi} and S. {Lazarova-Molnar};IEEE Access;2019;IEEE Digital Library;18008-18020;7;article;10.1109/ACCESS.2019.2897045;;;;Rejected;
A conceptual framework for dynamic manufacturing resource service composition and optimization in service-oriented networked manufacturing;W. {Liu} and B. {Liu} and D. {Sun};;2011;IEEE Digital Library;118-125;;inproceedings;10.1109/CSC.2011.6138507;;;;Rejected;
A Cognitive Policy Framework for Next-Generation Distributed Federated Systems: Concepts and Research Directions;E. {Bertino} and S. {Calo} and M. {Toma} and D. {Verma} and C. {Williams} and B. {Rivera};;2017;IEEE Digital Library;1876-1886;;inproceedings;10.1109/ICDCS.2017.78;;;;Rejected;
Toward a Smart Cyber-Physical Space: A Context-Sensitive Resource-Explicit Service Model;J. {Huang} and F. {Bastani} and I. {Yen} and J. {Jeng};;2009;IEEE Digital Library;122-127;2;inproceedings;10.1109/COMPSAC.2009.125;;;;Rejected;
Building Distributed Co-Simulations Using CoHLA;T. {Nägele} and J. {Hooman} and J. {Sleuters};;2018;IEEE Digital Library;342-346;;inproceedings;10.1109/DSD.2018.00066;;;;Rejected;
Survey for the Applications in Distributed IoT;M. S. {Asif};;2019;IEEE Digital Library;1-4;;inproceedings;10.1109/ITC-CSCC.2019.8793444;;;;Rejected;
Security Issues in IIoT: A Comprehensive Survey of Attacks on IIoT and Its Countermeasures;A. C. {Panchal} and V. M. {Khadse} and P. N. {Mahalle};;2018;IEEE Digital Library;124-130;;inproceedings;10.1109/GCWCN.2018.8668630;;;;Rejected;
Towards an architecture for evaluating and analyzing decentralized Fog applications;S. {Eisele} and G. {Pettet} and A. {Dubey} and G. {Karsai};;2017;IEEE Digital Library;1-6;;inproceedings;10.1109/FWC.2017.8368531;;;;Rejected;
Applications of Internet of Things in manufacturing;C. {Yang} and W. {Shen} and X. {Wang};;2016;IEEE Digital Library;670-675;;inproceedings;10.1109/CSCWD.2016.7566069;;;;Rejected;
A Survey on IIoT Security;X. {Yu} and H. {Guo};;2019;IEEE Digital Library;1-5;;inproceedings;10.1109/VTS-APWCS.2019.8851679;;;;Rejected;
Guest Editorial Special Issue on Cloud Computing for IoT;C. {Lin} and K. K. {Ramakrishnan} and J. {Liu} and E. {Ngai};IEEE Internet of Things Journal;2016;IEEE Digital Library;254-256;3;article;10.1109/JIOT.2016.2554738;;;;Rejected;
ICS-CRAT: A Cyber Resilience Assessment Tool for Industrial Control Systems;M. A. {Haque} and S. {Shetty} and B. {Krishnappa};;2019;IEEE Digital Library;273-281;;inproceedings;10.1109/BigDataSecurity-HPSC-IDS.2019.00058;;;;Rejected;
Commercial SATCOM in support of protected connectivity for the Warfighter and First Responder;F. {Prautzsch} and S. {Graves};;2011;IEEE Digital Library;2296-2301;;inproceedings;10.1109/MILCOM.2011.6127664;;;;Rejected;
A comparison of fog and cloud computing cyber-physical interfaces for Industry 4.0 real-time embedded machine learning engineering applications;O'Donovan, P. and Gallagher, C. and Leahy, K. and O'Sullivan, D.T.J.;Computers in Industry;2019;Scopus;12-35;110;article;10.1016/j.compind.2019.04.016;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065718296&doi=10.1016%2fj.compind.2019.04.016&partnerID=40&md5=8c85a54b2a732560d016b4b12bd9d00a;;;Rejected;
Enabling technologies of industry 4.0 and their global forerunners: An empirical study of the web of science database;Knudsen, M.S. and Kaivo-Oja, J. and Lauraeus, T.;Communications in Computer and Information Science;2019;Scopus;3-13;1027;article;10.1007/978-3-030-21451-7_1;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067687109&doi=10.1007%2f978-3-030-21451-7_1&partnerID=40&md5=f6082958a9d3b94ad8280a39076bf835;;;Rejected;
Review on Testing of Cyber Physical Systems: Methods and Testbeds;Zhou, X. and Gou, X. and Huang, T. and Yang, S.;IEEE Access;2018;Scopus;52179-52194;6;article;10.1109/ACCESS.2018.2869834;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053360698&doi=10.1109%2fACCESS.2018.2869834&partnerID=40&md5=f7a2f556303dc8bb654f95261191754a;;;Rejected;
Tangible security: Survey of methods supporting secure ad-hoc connects of edge devices with physical context;Hu, Q. and Zhang, J. and Mitrokotsa, A. and Hancke, G.;Computers and Security;2018;Scopus;281-300;78;article;10.1016/j.cose.2018.06.009;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051145999&doi=10.1016%2fj.cose.2018.06.009&partnerID=40&md5=95619f77533b5b8b66dcd39b0eb493e4;;;Rejected;
Continuous and parallel LiDAR point-cloud clustering;Najdataei, H. and Nikolakopoulos, Y. and Gulisano, V. and Papatriantafilou, M.;Proceedings - International Conference on Distributed Computing Systems;2018;Scopus;671-684;2018-July;conference;10.1109/ICDCS.2018.00071;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050988113&doi=10.1109%2fICDCS.2018.00071&partnerID=40&md5=61dbd484ed7f437caefaf323a4e8c6cd;;;Rejected;
Distributed architecture for real-time cyber-physical system, time-sensitive networks;Kovácsházy, T.;Proceedings of the 2018 19th International Carpathian Control Conference, ICCC 2018;2018;Scopus;1;;conference;10.1109/CarpathianCC.2018.8399588;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050242269&doi=10.1109%2fCarpathianCC.2018.8399588&partnerID=40&md5=94b10ce97f65e09dfd8c2c16b0e5374f;;;Rejected;
Information fusion architecture for variable-load scheduling in a cloud-assisted CPS;Chejerla, B.K. and Madria, S.;Proceedings - 2016 IEEE 2nd International Conference on Collaboration and Internet Computing, IEEE CIC 2016;2017;Scopus;178-187;;conference;10.1109/CIC.2016.32;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013204496&doi=10.1109%2fCIC.2016.32&partnerID=40&md5=911664c8670c35f1c149d0fbac74332c;;;Rejected;
Stochastic scheduling for variation-aware virtual machine placement in a cloud computing CPS;Chen, Y. and Chen, X. and Liu, W. and Zhou, Y. and Zomaya, A.Y. and Ranjan, R. and Hu, S.;Future Generation Computer Systems;2017;Scopus;;;article;10.1016/j.future.2017.09.024;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033723468&doi=10.1016%2fj.future.2017.09.024&partnerID=40&md5=1532fde856201c35cb01505ac0b72fa5;;;Rejected;
A preliminary design and implementation of location-based mobile advertising schemes with plot placement animation over a cyber-physical system;Lee, R.-H. and Chen, A.-Y. and Chiang, C.-C. and Chen, Y.-S.A. and Liu, C.-H.;Proceedings - 2016 International Conference on Networking and Network Applications, NaNA 2016;2016;Scopus;196-201;;conference;10.1109/NaNA.2016.89;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991237768&doi=10.1109%2fNaNA.2016.89&partnerID=40&md5=1635174d62f8f957b257ed593d5db6d1;;;Rejected;
Industry 4.0: state of the art and future trends;Xu, Li Da and Xu, Eric L. and Li, Ling;INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH;2018;ISI Web of Science;2941-2962;56;article;10.1080/00207543.2018.1444806;;;0020-7543;Rejected;
The New Cyber-Physical Making in Architecture: Computational Construction;Menges, Achim;Architectural Design;2015;Wiley;28-33;85;article;10.1002/ad.1950;https://onlinelibrary.wiley.com/doi/abs/10.1002/ad.1950;;;Rejected;
A novel membership cloud model-based trust evaluation model for vehicular ad hoc network of T-CPS;Sun, Dihua and Zhao, Hongzhuan and Cheng, Senlin;Security and Communication Networks;2016;Wiley;5710-5723;9;article;10.1002/sec.1730;https://onlinelibrary.wiley.com/doi/abs/10.1002/sec.1730;;;Rejected;
Edge Computing in Smart Production;Um, J. and Gezer, V. and Wagner, A. and Ruskowski, M.;Advances in Intelligent Systems and Computing;2020;Scopus;144-152;980;article;10.1007/978-3-030-19648-6_17;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065965428&doi=10.1007%2f978-3-030-19648-6_17&partnerID=40&md5=4730fac14a8f8690a147bede5787af34;;;Accepted;
Design, Modelling, Simulation and Integration of Cyber Physical Systems;Hehenberger, P. and Vogel-Heuser, B. and Bradley, D. and Eynard, B. and Tomiyama, T. and Achiche, S.;Comput. Ind.;2016;ACM Digital Library;273--289;82;article;10.1016/j.compind.2016.05.006;https://doi.org/10.1016/j.compind.2016.05.006;Elsevier Science Publishers B. V.;0166-3615;Accepted;
Conceptualizing a Framework for Cyber-physical Systems of Systems Development and Deployment;Díaz, Jessica and Pérez, Jennifer and Pérez, Jorge and Garbajosa, Juan;;2016;ACM Digital Library;1:1--1:7;;inproceedings;10.1145/2993412.3004852;http://doi.acm.org/10.1145/2993412.3004852;ACM;;Accepted;
Private Local Automation Clouds Built by CPS;Ramis Ferrer, Borja and Martinez Lastra, Jose Luis;Adv. Eng. Inform.;2017;ACM Digital Library;113--125;32;article;10.1016/j.aei.2017.01.007;https://doi.org/10.1016/j.aei.2017.01.007;Elsevier Science Publishers B. V.;1474-0346;Accepted;
Self-organizing Service Structures for Cyber-physical Control Models with Applications in Dynamic Factory Automation;Engelsberger, Maximilian and Greiner, Thomas;;2017;ACM Digital Library;266--274;;inproceedings;10.5220/0006365502660274;https://doi.org/10.5220/0006365502660274;SCITEPRESS - Science and Technology Publications, Lda;;Accepted;
TuSoW: Tuple Spaces for Edge Computing;G. {Ciatto} and L. {Rizzato} and A. {Omicini} and S. {Mariani};;2019;IEEE Digital Library;1-6;;inproceedings;10.1109/ICCCN.2019.8846916;;;;Accepted;
Where there is fire there is smoke: A scalable edge computing framework for early fire detection;Avgeris, M. and Spatharakis, D. and Dechouniotis, D. and Kalatzis, N. and Roussaki, I. and Papavassiliou, S.;Sensors (Switzerland);2019;Scopus;;19;article;10.3390/s19030639;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061154632&doi=10.3390%2fs19030639&partnerID=40&md5=8986a11794e8c52314472eb34039da81;;;Accepted;
Designing a Cyber-Physical Cloud Computing Architecture;E. {Simmon} and S. K. {Sowe} and K. {Zettsu};IT Professional;2015;IEEE Digital Library;40-45;17;article;10.1109/MITP.2015.51;;;;Accepted;
Supporting Hybrid Manufacturing: Bringing Process and Human/Robot Control to the Cloud (Short Paper);P. {Grefen} and I. {Vanderfeesten} and G. {Boultadakis};;2016;IEEE Digital Library;200-203;;inproceedings;10.1109/CloudNet.2016.39;;;;Accepted;
Architecture of Cyber-Physical Systems Based on Cloud;S. {Luo} and L. {Zhang} and N. {Guo};;2019;IEEE Digital Library;251-257;;inproceedings;10.1109/BigDataSecurity-HPSC-IDS.2019.00055;;;;Accepted;
Towards Service-Oriented Middleware for Fog and Cloud Integrated Cyber Physical Systems;N. {Mohamed} and S. {Lazarova-Molnar} and I. {Jawhar} and J. {Al-Jaroodi};;2017;IEEE Digital Library;67-74;;inproceedings;10.1109/ICDCSW.2017.49;;;;Accepted;
Cyber-Physical system based real-time management for tapioca starch industry;N. {Pimthong} and D. {Koolpiruck} and S. {Nuratch} and W. {Songkasiri};;2017;IEEE Digital Library;54-58;;inproceedings;10.1109/SPC.2017.8313021;;;;Accepted;
Integration of agent-based and Cloud Computing for the smart objects-oriented IoT;G. {Fortino} and A. {Guerrieri} and W. {Russo} and C. {Savaglio};;2014;IEEE Digital Library;493-498;;inproceedings;10.1109/CSCWD.2014.6846894;;;;Accepted;
Cloud computing driven efficient mapping on soil moisture under sensor web environment;L. {Zhou} and N. {Chen} and Z. {Chen};;2016;IEEE Digital Library;1-5;;inproceedings;10.1109/Agro-Geoinformatics.2016.7577666;;;;Accepted;
Dynamic management of cloud- and fog-based resources for cyber-physical production systems with a realistic validation architecture and results;M. {Engelsberger} and T. {Greiner};;2018;IEEE Digital Library;109-114;;inproceedings;10.1109/ICPHYS.2018.8387645;;;;Accepted;
Implementation of Industrial Cyber Physical System: Challenges and Solutions;W. {Yu} and T. {Dillon} and F. {Mostafa} and W. {Rahayu} and Y. {Liu};;2019;IEEE Digital Library;173-178;;inproceedings;10.1109/ICPHYS.2019.8780271;;;;Accepted;
Cloud Based Indoor Navigation for ROS-enabled Automated Guided Vehicles;F. {Okumuş} and A. F. {Kocamaz};;2019;IEEE Digital Library;1-4;;inproceedings;10.1109/IDAP.2019.8875993;;;;Accepted;
OPC UA Realization Of Cloud Cyber-Physical System;V. {Jirkovský} and P. {Kadera} and M. {Obitko};;2018;IEEE Digital Library;115-120;;inproceedings;10.1109/INDIN.2018.8471975;;;;Accepted;
Optimal Dynamic Reserved Bandwidth Allocation for Cloud-Integrated Cyber-Physical Systems;G. {Wu} and W. {Bao} and X. {Zhu} and W. {Xiao} and J. {Wang};IEEE Access;2017;IEEE Digital Library;26224-26236;5;article;10.1109/ACCESS.2017.2769665;;;;Accepted;
Smart photovoltaic systems a cyber-physical systems/IoT approach: Architecture, implementantion and pilot description;J. {Murta-Pina} and J. {Oliveira} and C. {Simão} and J. {Carreira} and B. {Carlos} and V. {Esquetim};;2017;IEEE Digital Library;1376-1381;;inproceedings;10.1109/ICE.2017.8280042;;;;Accepted;
An architecture for implementing private local automation clouds built by CPS;B. R. {Ferrer} and J. L. M. {Lastra};;2017;IEEE Digital Library;5406-5413;;inproceedings;10.1109/IECON.2017.8216937;;;;Accepted;
Scheduling Algorithms for Cloud Based Cyber-Physical Systems Specification;L. {Zhang} and D. {Lai} and B. {Xu} and C. {Liu};;2018;IEEE Digital Library;1-6;;inproceedings;10.23919/IConAC.2018.8749126;;;;Accepted;
Mobile cloud networking for efficient energy management in smart grid cyber-physical systems;N. {Kumar} and S. {Zeadally} and S. C. {Misra};IEEE Wireless Communications;2016;IEEE Digital Library;100-108;23;article;10.1109/MWC.2016.7721748;;;;Accepted;
Decentralized Storage System for Edge Computing;A. {Gheorghe} and C. {Crecana} and C. {Negru} and F. {Pop} and C. {Dobre};;2019;IEEE Digital Library;41-49;;inproceedings;10.1109/ISPDC.2019.00009;;;;Accepted;
Big data and cloud computing platform for energy Internet;R. {Fu} and F. {Gao} and R. {Zeng} and J. {Hu} and Y. {Luo} and L. {Qu};;2017;IEEE Digital Library;681-686;;inproceedings;10.1109/CIEEC.2017.8388531;;;;Accepted;
Open Cognitive Control System Architecture;Z. {Manjiyani} and C. P. {Iatrou} and M. {Graube} and L. {Urbas};;2019;IEEE Digital Library;1673-1677;;inproceedings;10.1109/ETFA.2019.8869439;;;;Accepted;
Architecting a hybrid cross layer dew-fog-cloud stack for future data-driven cyber-physical systems;M. {Frincu};;2017;IEEE Digital Library;399-403;;inproceedings;10.23919/MIPRO.2017.7973456;;;;Accepted;
New IT Driven Service-Oriented Smart Manufacturing: Framework and Characteristics;F. {Tao} and Q. {Qi};IEEE Transactions on Systems, Man, and Cybernetics: Systems;2019;IEEE Digital Library;81-91;49;article;10.1109/TSMC.2017.2723764;;;;Accepted;
Cloud-Based Cyber-Physical Intrusion Detection for Vehicles Using Deep Learning;G. {Loukas} and T. {Vuong} and R. {Heartfield} and G. {Sakellari} and Y. {Yoon} and D. {Gan};IEEE Access;2018;IEEE Digital Library;3491-3508;6;article;10.1109/ACCESS.2017.2782159;;;;Accepted;
Control as a Service Architecture to Support Cloud-Based and Event-Driven Control Application Development;M. {Lyu} and F. {Biennier} and P. {Ghodous};;2019;IEEE Digital Library;41-49;;inproceedings;10.1109/ICIOT.2019.00019;;;;Accepted;
Mobile Edge Cloud: Opportunities and Challenges;S. C. {Shah};;2017;IEEE Digital Library;1572-1577;;inproceedings;10.1109/CSCI.2017.348;;;;Accepted;
Digital Trust - Trusted Computing and Beyond: A Position Paper;R. N. {Akram} and R. K. L. {Ko};;2014;IEEE Digital Library;884-892;;inproceedings;10.1109/TrustCom.2014.116;;;;Accepted;
User-centric Privacy Engineering for the Internet of Things;M. {Barhamgi} and C. {Perera} and C. {Ghedira} and D. {Benslimane};IEEE Cloud Computing;2018;IEEE Digital Library;47-57;5;article;10.1109/MCC.2018.053711666;;;;Accepted;
Development of Cyber-Physical Speech-Controlled Wheelchair for Disabled Persons;A. {Škraba} and A. {Koložvari} and D. {Kofjac} and R. {Stojanovic} and E. {Semenkin} and V. {Stanovov};;2019;IEEE Digital Library;456-463;;inproceedings;10.1109/DSD.2019.00072;;;;Accepted;
Software Defined Cities: A Novel Paradigm for Smart Cities through IoT Clouds;G. {Merlino} and D. {Bruneo} and F. {Longo} and A. {Puliafito} and S. {Distefano};;2015;IEEE Digital Library;909-916;;inproceedings;10.1109/UIC-ATC-ScalCom-CBDCom-IoP.2015.174;;;;Accepted;
Towards an Operating System for Intercloud;R. {Strijkers} and R. {Cushing} and M. X. {Makkes} and P. {Meulenhoff} and A. {Belloum} and C. d. {Laat} and R. {Meijer};;2013;IEEE Digital Library;63-68;2;inproceedings;10.1109/CloudCom.2013.105;;;;Accepted;
A Cloud-Based System for Improving Retention Marketing Loyalty Programs in Industry 4.0: A Study on Big Data Storage Implications;A. {Galletta} and L. {Carnevale} and A. {Celesti} and M. {Fazio} and M. {Villari};IEEE Access;2018;IEEE Digital Library;5485-5492;6;article;10.1109/ACCESS.2017.2776400;;;;Accepted;
Cloud communication for remote access smart grid testbeds;M. H. {Cintuglu} and O. A. {Mohammed};;2016;IEEE Digital Library;1-5;;inproceedings;10.1109/PESGM.2016.7741075;;;;Accepted;
Industrial cyber-physical system for condition-based monitoring in manufacturing processes;A. {Villalonga} and G. {Beruvides} and F. {Castaño} and R. {Haber};;2018;IEEE Digital Library;637-642;;inproceedings;10.1109/ICPHYS.2018.8390780;;;;Accepted;
IMC-AESOP outcomes: Paving the way to collaborative manufacturing systems;A. W. {Colombo} and T. {Bangemann} and S. {Karnouskos};;2014;IEEE Digital Library;255-260;;inproceedings;10.1109/INDIN.2014.6945517;;;;Accepted;
Design and Development of a Cloud Based Cyber-Physical Architecture for the Internet-of-Things;K. M. {Alam} and A. {Sopena} and A. E. {Saddik};;2015;IEEE Digital Library;459-464;;inproceedings;10.1109/ISM.2015.96;;;;Accepted;
Web Compliant Open Architecture For Teleoperation of Industrial Robots;J. S. {Toquica} and D. {Benavides} and J. M. S. T. {Motta};;2019;IEEE Digital Library;1408-1414;;inproceedings;10.1109/COASE.2019.8842847;;;;Accepted;
Interactive Data Exploration as a Service for the Smart Factory;A. {Bagozi} and D. {Bianchini} and V. D. {Antonellis} and A. {Marini} and D. {Ragazzi};;2017;IEEE Digital Library;293-300;;inproceedings;10.1109/ICWS.2017.129;;;;Accepted;
Fog of Social IoT: When the Fog Becomes Social;E. {Baccarelli} and M. {Scarpiniti} and P. G. V. {Naranjo} and L. {Vaca-Cardenas};IEEE Network;2018;IEEE Digital Library;68-80;32;article;10.1109/MNET.2018.1700031;;;;Accepted;
Security in Internet of Things: Opportunities and Challenges;W. {Wei} and A. T. {Yang} and W. {Shi};;2016;IEEE Digital Library;512-518;;inproceedings;10.1109/IIKI.2016.35;;;;Accepted;
A Location-Based Mobile Crowdsensing Framework Supporting a Massive Ad Hoc Social Network Environment;M. A. {Rahman} and M. S. {Hossain};IEEE Communications Magazine;2017;IEEE Digital Library;76-85;55;article;10.1109/MCOM.2017.1600725CM;;;;Accepted;
Fog computing monitoring system for a flexible assembly line;Mihai, V. and Popescu, D. and Ichim, L. and Drăgana, C.;Studies in Computational Intelligence;2020;Scopus;197-209;853;article;10.1007/978-3-030-27477-1_15;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070606630&doi=10.1007%2f978-3-030-27477-1_15&partnerID=40&md5=ff185b8e35aaecb1f052f9dc9d124bb2;;;Accepted;
Trust management in a blockchain based fog computing platform with trustless smart oracles;Kochovski, P. and Gec, S. and Stankovski, V. and Bajec, M. and Drobintsev, P.D.;Future Generation Computer Systems;2019;Scopus;747-759;101;article;10.1016/j.future.2019.07.030;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070732476&doi=10.1016%2fj.future.2019.07.030&partnerID=40&md5=57a45554627ab3e4bcd47ef41e26f64f;;;Accepted;
Digital twin-driven cyber-physical production system towards smart shop-floor;Zhang, H. and Zhang, G. and Yan, Q.;Journal of Ambient Intelligence and Humanized Computing;2019;Scopus;4439-4453;10;article;10.1007/s12652-018-1125-4;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057330632&doi=10.1007%2fs12652-018-1125-4&partnerID=40&md5=f998720a74a664b779b8115f75af694a;;;Accepted;
Control from the cloud: Edge computing, services and digital shadow for automation technologies;Brecher, C. and Buchsbaum, M. and Storms, S.;Proceedings - IEEE International Conference on Robotics and Automation;2019;Scopus;9327-9333;2019-May;conference;10.1109/ICRA.2019.8793488;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071422816&doi=10.1109%2fICRA.2019.8793488&partnerID=40&md5=82fdfe6ee8c7d733580b9db9fc48cb86;;;Accepted;
On the combination of multi-cloud and network coding for cost-efficient storage in industrial applications;Peralta, G. and Garrido, P. and Bilbao, J. and Agüero, R. and Crespo, P.M.;Sensors (Switzerland);2019;Scopus;;19;article;10.3390/s19071673;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064722045&doi=10.3390%2fs19071673&partnerID=40&md5=c95794c81c86423097420f3f367ae16b;;;Accepted;
Practical privacy-preserving high-order Bi-lanczos in integrated edge-fog-cloud architecture for cyber-physical-social systems;Feng, J. and Yang, L.T. and Zhang, R.;ACM Transactions on Internet Technology;2019;Scopus;;19;article;10.1145/3230641;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063965845&doi=10.1145%2f3230641&partnerID=40&md5=e3aa83ae8d9d28ce8c1c73326cbd6e19;;;Accepted;
Design and evaluation of a scalable smart city software platform with large-scale simulations;de M. Del Esposte, A. and Santana, E.F.Z. and Kanashiro, L. and Costa, F.M. and Braghetto, K.R. and Lago, N. and Kon, F.;Future Generation Computer Systems;2019;Scopus;427-441;93;article;10.1016/j.future.2018.10.026;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056458360&doi=10.1016%2fj.future.2018.10.026&partnerID=40&md5=7d224d740a6105559dbb9c95abd0b280;;;Accepted;
GPU accelerated industrial data analysis in private cloud environment;Sisyukov, A.N. and Yulmetova, O.S. and Kuznecov, V.A.;Proceedings of the 2019 IEEE Conference of Russian Young Researchers in Electrical and Electronic Engineering, ElConRus 2019;2019;Scopus;348-352;;conference;10.1109/EIConRus.2019.8656751;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063477970&doi=10.1109%2fEIConRus.2019.8656751&partnerID=40&md5=53e0254a773c63e4aa8385229ab69b6f;;;Accepted;
Cloud computing as a facilitator for web service composition in factory automation;Puttonen, J. and Lobov, A. and Soto, M.A.C. and Lastra, J.L.M.;Journal of Intelligent Manufacturing;2019;Scopus;687-700;30;article;10.1007/s10845-016-1277-z;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994218554&doi=10.1007%2fs10845-016-1277-z&partnerID=40&md5=976bc0b26dddbb7c65474b67a9775f99;;;Accepted;
Design and implementation of cpps and edge computing architecture based on OPC UA server;Jo, G. and Jang, S.-H. and Jeong, J.;Procedia Computer Science;2019;Scopus;97-104;155;conference;10.1016/j.procs.2019.08.017;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074733946&doi=10.1016%2fj.procs.2019.08.017&partnerID=40&md5=907c9571c8232708d13d7e75eaf13676;;;Accepted;
Architecting Service-Dominant Digital Products;Zimmermann, A. and Schmidt, R. and Sandkuhl, K. and Jugel, D. and Bogner, J. and Möhring, M.;Communications in Computer and Information Science;2019;Scopus;45-67;1023;article;10.1007/978-3-030-22559-9_3;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069169180&doi=10.1007%2f978-3-030-22559-9_3&partnerID=40&md5=3981b554cf14a609b96057841474962c;;;Accepted;
Cloud manufacturing: key issues and future perspectives;Liu, Y. and Wang, L. and Wang, X.V. and Xu, X. and Jiang, P.;International Journal of Computer Integrated Manufacturing;2019;Scopus;858-874;32;article;10.1080/0951192X.2019.1639217;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068750206&doi=10.1080%2f0951192X.2019.1639217&partnerID=40&md5=c72e20523925b06255b0a2eda2260083;;;Accepted;
Application of Fog Architecture Based on Multi-agent Mechanism in CPPS;Wang, H. and Wang, Q. and Li, Y. and Chen, G. and Tang, Y.;2nd IEEE Conference on Energy Internet and Energy System Integration, EI2 2018 - Proceedings;2018;Scopus;;;conference;10.1109/EI2.2018.8582467;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060852458&doi=10.1109%2fEI2.2018.8582467&partnerID=40&md5=af38f159494cce62099b300cc6f7f923;;;Accepted;
